D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_04_005.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_04_005.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_04_005.jpg, -0.3621465, 1, 0, 10.72743
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_04_107.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_04_107.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_04_107.jpg, -0.05806175, 1, 0, 11.65449
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_04_217.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_04_217.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_04_217.jpg, 0, 1, 0, 12.8833
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_04_323.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_04_323.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_04_323.jpg, 0, 1, 0, 14.33335
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_04_428.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_04_428.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_04_428.jpg, -0.3161295, 1, 0, 15.15064
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_04_535.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_04_535.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_04_535.jpg, -0.6729819, 1, 0, 16.25696
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_04_646.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_04_646.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_04_646.jpg, -0.3855444, 1, 0, 17.32557
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_04_759.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_04_759.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_04_759.jpg, -0.002295859, 1, 0, 18.55493
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_04_893.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_04_893.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_04_893.jpg, 0, 1, 0, 19.987
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_05_002.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_05_002.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_05_002.jpg, -0.06701789, 1, 0, 20.96251
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_05_104.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_05_104.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_05_104.jpg, 0, 1, 0, 21.97108
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_05_218.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_05_218.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_05_218.jpg, 0, 1, 0, 23.15154
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_05_327.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_05_327.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_05_327.jpg, 0, 1, 0, 24.12315
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_05_428.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_05_428.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_05_428.jpg, 0, 1, 0, 25.08987
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_05_529.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_05_529.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_05_529.jpg, -0.3032187, 1, 0, 25.98025
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_05_638.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_05_638.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_05_638.jpg, -0.5824206, 1, 0, 26.82131
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_05_743.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_05_743.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_05_743.jpg, -0.2678556, 1, 0, 27.75697
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_05_849.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_05_849.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_05_849.jpg, 0, 1, 0, 28.67296
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_05_960.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_05_960.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_05_960.jpg, 0, 1, 0, 29.76647
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_06_076.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_06_076.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_06_076.jpg, 0, 1, 0, 30.19032
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_06_180.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_06_180.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_06_180.jpg, 0, 1, 0, 30.19067
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_06_282.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_06_282.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_06_282.jpg, -0.1651827, 1, 0, 30.18624
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_06_383.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_06_383.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_06_383.jpg, 0, 1, 0, 30.19
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_06_495.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_06_495.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_06_495.jpg, 0, 1, 0, 30.1903
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_06_612.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_06_612.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_06_612.jpg, 0, 1, 0, 30.19032
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_06_715.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_06_715.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_06_715.jpg, 0, 1, 0, 30.19043
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_06_828.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_06_828.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_06_828.jpg, -0.3384945, 1, 0, 30.16499
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_06_934.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_06_934.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_06_934.jpg, -0.6568096, 1, 0, 30.1277
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_07_044.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_07_044.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_07_044.jpg, -0.3295428, 1, 0, 30.19268
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_07_154.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_07_154.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_07_154.jpg, 0, 1, 0, 30.18652
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_07_266.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_07_266.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_07_266.jpg, 0, 1, 0, 30.18987
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_07_375.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_07_375.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_07_375.jpg, 0, 1, 0, 30.19025
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_07_485.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_07_485.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_07_485.jpg, 0, 1, 0, 30.19002
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_07_596.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_07_596.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_07_596.jpg, 0, 1, 0, 30.19034
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_07_706.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_07_706.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_07_706.jpg, 0, 1, 0, 30.19019
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_07_817.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_07_817.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_07_817.jpg, 0, 1, 0, 30.19029
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_07_927.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_07_927.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_07_927.jpg, 0, 1, 0, 30.1903
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_08_037.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_08_037.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_08_037.jpg, 0, 1, 0, 30.19033
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_08_143.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_08_143.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_08_143.jpg, -0.0542619, 1, 0, 30.18959
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_08_249.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_08_249.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_08_249.jpg, -0.0505059, 1, 0, 30.18975
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_08_352.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_08_352.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_08_352.jpg, -0.4056876, 1, 0, 30.16033
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_08_466.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_08_466.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_08_466.jpg, -0.06410941, 1, 0, 30.19112
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_08_580.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_08_580.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_08_580.jpg, 0, 1, 0, 30.18983
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_08_692.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_08_692.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_08_692.jpg, 0, 1, 0, 30.19028
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_08_805.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_08_805.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_08_805.jpg, 0, 1, 0, 30.19033
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_08_935.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_08_935.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_08_935.jpg, 0, 1, 0, 30.19026
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_09_045.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_09_045.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_09_045.jpg, 0, 1, 0, 30.19029
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_09_154.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_09_154.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_09_154.jpg, 0, 1, 0, 30.18992
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_09_261.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_09_261.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_09_261.jpg, -0.3200811, 1, 0, 30.16982
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_09_373.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_09_373.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_09_373.jpg, 0, 1, 0, 30.18949
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_09_486.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_09_486.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_09_486.jpg, 0, 1, 0, 30.19011
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_09_597.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_09_597.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_09_597.jpg, 0, 1, 0, 30.19029
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_09_709.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_09_709.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_09_709.jpg, 0, 1, 0, 30.19031
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_09_817.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_09_817.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_09_817.jpg, 0, 1, 0, 30.19032
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_09_926.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_09_926.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_09_926.jpg, -0.2853807, 1, 0, 30.17241
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_10_042.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_10_042.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_10_042.jpg, -0.6753489, 1, 0, 30.11843
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_10_148.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_10_148.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_10_148.jpg, -0.3588318, 1, 0, 30.19031
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_10_257.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_10_257.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_10_257.jpg, -0.03094047, 1, 0, 30.18855
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_10_358.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_10_358.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_10_358.jpg, 0, 1, 0, 30.19008
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_10_461.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_10_461.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_10_461.jpg, 0, 1, 0, 30.18957
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_10_563.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_10_563.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_10_563.jpg, 0, 1, 0, 30.18978
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_10_668.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_10_668.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_10_668.jpg, 0, 1, 0, 30.18969
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_10_770.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_10_770.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_10_770.jpg, 0, 1, 0, 30.18968
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_10_877.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_10_877.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_10_877.jpg, 0, 1, 0, 30.18966
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_11_023.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_11_023.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_11_023.jpg, 0, 1, 0, 30.18584
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_11_137.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_11_137.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_11_137.jpg, 0, 1, 0, 30.19019
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_11_244.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_11_244.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_11_244.jpg, 0, 1, 0, 30.18512
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_11_350.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_11_350.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_11_350.jpg, 0, 1, 0, 30.19024
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_11_456.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_11_456.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_11_456.jpg, 0, 1, 0, 30.19005
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_11_561.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_11_561.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_11_561.jpg, 0, 1, 0, 30.19002
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_11_678.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_11_678.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_11_678.jpg, 0, 1, 0, 30.19005
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_11_805.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_11_805.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_11_805.jpg, 0, 1, 0, 30.19025
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_11_910.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_11_910.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_11_910.jpg, 0, 1, 0, 30.18999
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_12_027.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_12_027.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_12_027.jpg, 0, 1, 0, 30.19428
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_12_133.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_12_133.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_12_133.jpg, 0, 1, 0, 30.19075
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_12_239.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_12_239.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_12_239.jpg, -0.0534369, 1, 0, 30.19441
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_12_354.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_12_354.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_12_354.jpg, -0.3970614, 1, 0, 30.15828
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_12_457.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_12_457.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_12_457.jpg, -0.08860921, 1, 0, 30.19157
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_12_572.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_12_572.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_12_572.jpg, 0, 1, 0, 30.18967
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_12_690.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_12_690.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_12_690.jpg, 0, 1, 0, 30.19032
D:\Folders\Autonomous Car\Data\IMG\center_2020_03_20_10_00_12_790.jpg, D:\Folders\Autonomous Car\Data\IMG\left_2020_03_20_10_00_12_790.jpg, D:\Folders\Autonomous Car\Data\IMG\right_2020_03_20_10_00_12_790.jpg, 0, 1, 0, 30.19029
